	company	description	founded_on	categories	num_of_employees	revenue	website	location	funding	funding_stage	founder_names	founder_uuids	investors	num_of_investors	rank_change_week	rank_change_month	rank_change_quarter	rank	status	embedding_distance
53	OpenBB	OpenBB is an open source company making investment research effective, powerful and accessible to everyone.	2021-08-27	Machine Learning,Market Research,Software	11-50	$1M to $10M	https://www.openbb.co	Franconia,Pennsylvania,United States,North America	8500000	seed	Didier Lopes	2fa9eadb-bbdf-49e7-8be2-15d660118b7e	OSS Capital L.P.,Elad Gil,Ram Shriram,Naval Ravikant	4.0	0.0	0.3	1.3	84332.0	active	0.7285545479668942
120	CannaSpyglass	The most credible source for cannabis market data & analytics.	2021-01-01	Business Intelligence,Cannabis,Database,Market Research	1-10	NA	https://cannaspyglass.com	Oklahoma City,Oklahoma,United States,North America	0	early_stage_venture	Adam Hutchinson,Warren Bunch	f9723083-02b3-40b7-9b39-a4a71f3ada14,fbbcaff3-c5f8-4f84-9d9d-c49e111bb393	Not found	NA	0.1	0.1	0.0	352425.0	active	0.7291215000922011
6	Ignition	Ignition is a Go-to-Market platform that launches products through world-class strategic marketing.	2022-01-01	Information Technology,Internet,Market Research,Marketing,Product Management	11-50	$1M to $10M	https://www.haveignition.com	San Francisco,California,United States,North America	8000000	seed	Not found	Not found	Altman Capital,Audacious Ventures,Irregular Expressions	3.0	0.3	1.7	0.0	12731.0	active	0.7300204823638052
129	P3 Technology	P3 Technology is a SaaS company that connects companies to the invisible consumer segment, the disabled.	2021-06-01	Market Research,SaaS	1-10	NA	http://p3technology.io	New Orleans,Louisiana,United States,North America	0	seed	Timothy Cornelius	c99c4069-7970-4c85-bd63-c46ebe273c5a	Not found	NA	0.4	-0.6	2.2	620193.0	active	0.7306390106813558
106	Socialtrait Inc	Socialtrait is a developer of AI-powered solutions for predicting, measuring, and amplifying the performance of brand concepts.	2021-01-01	Analytics,Artificial Intelligence (AI),Generative AI,Information Technology,Market Research,SaaS	11-50	NA	https://socialtrait.com	San Francisco,California,United States,North America	0	seed	Gopakumar Balakrishnan,Suraj Narayanan Sasikumar,Vivek Kumar	c35a7a7f-2739-4663-a579-9199c0da07aa,5b789f27-2a2b-4bdd-b3a5-1f68a28fd3f0,719fd91a-c71b-48b0-977d-17df73b4e0cc	Berkeley SkyDeck Fund,Shanda Group,Acorn Pacific Ventures	3.0	0.1	0.3	4.0	207473.0	active	0.7361847019694954
119	Ephod Technology	We Help Making Better Decisions	2021-02-01	FinTech,Market Research,SaaS	1-10	NA	https://www.ephodtech.com	Nankang,T'ai-pei,Taiwan,Asia	0	seed	Not found	Not found	Headline,Particle Accelerator Limited (ParticleX),Darwin Venture Management,HKUST Entrepreneurship Fund,KKBOX Group	5.0	0.9	2.1	-0.1	318882.0	active	0.7362254755367144
75	Bounce Back Digital	Bounce Back Digital is a data and research-focused company.	2021-04-20	Analytics,Artificial Intelligence (AI),Market Research	11-50	NA	http://bouncebackdigital.org/	Waterloo,Ontario,Canada,North America	441000	seed	Not found	Not found	Not found	NA	-0.1	0.8	-0.1	118074.0	active	0.737384957125647
109	Hermix - public sector sales analytics	Win public contracts, with tender monitoring and market intelligence based on AI	2022-01-01	Analytics,Artificial Intelligence (AI),Business Development,Business Intelligence,GovTech,Information Technology,Lead Generation,Market Research,SaaS,Software	1-10	NA	https://www.hermix.com	Brussels,Brussels Hoofdstedelijk Gewest,Belgium,Europe	1300149	NA	Stefan Morcov	d550e46a-1436-49f7-bfac-55db8322dc5d	European Commission,European regional development fund (ERDF),Eureka Network	3.0	0.2	2.8	4.9	228338.0	active	0.7378190535116764
45	Gravel AI	Gravel AI helps chemical manufacturers unlock demand in new and existing markets.	2022-07-01	Artificial Intelligence (AI),Brand Marketing,Market Research,Online Portals	1-10	NA	https://gravelai.com/	London,England,United Kingdom,Europe	120000	seed	Not found	Not found	Techstars,Omid Ashtari,Kicker Ventures	3.0	-0.1	-0.3	-0.2	76165.0	active	0.7381973907209409
69	Delphi Data Labs	Cleantech Market Intelligence	2021-02-24	CleanTech,Market Research	1-10	NA	https://www.delphidata.io/	Vienna,Wien,Austria,Europe	54128	NA	Lukas Strohmeier	e6fd10f7-be92-40de-915c-bbb3ab51204c	SFG Steirische Wirtschaftsförderungsgesellschaft m.b.H	1.0	1.2	0.9	1.8	104124.0	active	0.7390745187222986
80	Scholar	Open, Reproducible Research	2022-09-14	Hardware,Image Recognition,Market Research,Software	1-10	NA	https://usescholar.org	Toronto,Ontario,Canada,North America	50000	seed	Manveer B.	f777b353-3097-487a-8572-c44ee2739b2c	Balaji Srinivasan	1.0	0.2	0.8	-0.2	128866.0	active	0.7415232787630792
89	Innade	Personal Development - Coaching and Mentoring Platform	2021-04-01	Internet,Personal Development	1-10	Less than $1M	http://www.innade.com	Singapore,Central Region,Singapore,Asia	100000	seed	Ayush Ahuja,Melvin Lim	0b97c652-c573-4b06-a6da-7d807e3d72b6,879eb527-8c14-4d36-98a1-f01793ec43ee	Antler	1.0	0.3	1.0	0.0	151941.0	active	0.7422774312819069
146	IonicScale	IonicScale is an operator of a research and development firm that focuses on the development of tiny mass spectrometer technology.	2022-01-01	Market Research,Service Industry	1-10	NA	https://www.ionicscale.com/	Atlanta,Georgia,United States,North America	250000	NA	Not found	Not found	US Department of Energy	1.0	NA	NA	NA	NA	active	0.745388693319619
118	xcharta	Powering precision research and analysis through extraction and interpretation of data in charts.	2022-01-01	Analytics,Artificial Intelligence (AI),Business Intelligence,Computer Vision,Data Collection and Labeling,Market Research	1-10	NA	https://xcharta.com/	London,England,United Kingdom,Europe	0	seed	Not found	Not found	Ventures Together	1.0	0.6	0.3	-0.2	294281.0	active	0.7483486634588296
111	WebSniffer	An intelligence platform that tracks changes on the web and provides actionable insights	2022-01-01	Analytics,Big Data,Business Intelligence,Cyber Security,Data Mining,Information Technology,Internet,Market Research,SaaS,Security	1-10	NA	https://websniffer.com	Nuremberg,Bayern,Germany,Europe	0	seed	Karen Tamrazyan	c71aa912-d322-4f83-8ed0-6c165ec3db8e	Not found	NA	-0.1	-0.2	-0.1	258330.0	active	0.7486732510929199
42	Burger Index	Burger Index is an AI driven F&B data analytics platform that provides market, competition and consumer intelligence in real time	2021-01-01	Big Data,Food and Beverage,Food Delivery,Market Research,Restaurants	11-50	NA	https://burgerindex.com/	Madrid,Madrid,Spain,Europe	1300000	seed	Maurice Karam,Wassim Berro	b54069e4-b869-4608-8aef-379049706096,5f556d4e-3149-4a7e-9a70-e8579022ed00	Flat6Labs,F Capital,Cosmin Manea	3.0	-0.1	-0.2	-0.3	64906.0	active	0.7491000249513197
149	Merchantee	E-commerce SaaS platform that helps online sellers manage sales across EU marketplaces.	2023-04-06	Business Intelligence,E-Commerce,E-Commerce Platforms,Market Research,Predictive Analytics,SaaS	1-10	NA	https://merchantee.io	Prague,Hlavni mesto Praha,Czech Republic,Europe	0	seed	Not found	Not found	Reflex Capital	1.0	NA	NA	NA	NA	active	0.7509385753827712
95	Shift Paradigm	Shift Paradigm is a consulting firm that offers marketing and advertising services.	2021-01-01	Advertising,Digital Marketing,Email Marketing,Market Research,Marketing	101-250	$50M to $100M	https://www.shiftparadigm.com	Austin,Texas,United States,North America	0	NA	Not found	Not found	Balance Point Capital Partners	1.0	-0.1	0.1	-0.3	165062.0	active	0.752171188109298
