	company	description	founded_on	categories	num_of_employees	revenue	website	location	funding	funding_stage	founder_names	founder_uuids	investors	num_of_investors	rank_change_week	rank_change_month	rank_change_quarter	rank	status	embedding_distance
163	LastMile AI	LastMile AI provides an AI developer platform for engineering and product teams.	2023-01-01	Artificial Intelligence (AI),Developer Platform,Software	1-10	NA	https://lastmileai.dev/	New York,New York,United States,North America	10000000	seed	Andrew Hoh,Sarmad Qadri,Suyog Sonwalkar	0b8a4de7-ae3e-4279-8991-c0c2416729b9,52718bed-f4cb-4d02-96dd-d6d2ce11a0af,82769412-c65b-44c5-809f-825b5e4cfa12	Gradient Ventures,AME Cloud Ventures,10x Founders,Firsthand Alliance,Guillermo Rauch	6.0	0.8	3.4	1.0	6766.0	active	0.5419797559639796
358	SapientAI	SapientAI created AI Test Coder, the first platform that combines contextual insights, coding intelligence to generate correct test code.	2023-01-01	Artificial Intelligence (AI),Information Technology,Software	1-10	NA	https://www.sapient.ai	Mountain View,California,United States,North America	5000000	seed	Not found	Not found	Correlation Ventures,8VC,GTMfund	3.0	0.2	0.6	1.0	14676.0	active	0.5420822644314771
2539	Centrox AI	Helping teams build and ship AI fast.	2021-04-05	Artificial Intelligence (AI),Computer Vision,Natural Language Processing,Speech Recognition	51-100	NA	https://centrox.ai	New York,New York,United States,North America	30000	seed	Muhammad Haris Bin Naeem,Muhammad Harris	c29321fc-d0aa-498c-b260-0bbc73c86d3f,d0a5b406-2ef0-4987-b39d-b3fb9877ba3c	Not found	NA	0.0	1.2	-0.2	144328.0	active	0.5423709332376455
1980	AiSport	A real-time AI fitness coach	2021-07-01	Artificial Intelligence (AI),B2B,Fitness,Health Care,Machine Learning,Online Portals,SaaS,Software,Sports,Wellness	1-10	NA	https://ai-prosport.com	San Francisco,California,United States,North America	200000	seed	Anna Stepura,Dariia Hordiiuk	09efef2d-83ac-422e-b6c5-5bc9af0e574c,aaad6b38-e82c-4d6e-8b6f-111b264c5a3e	Not found	NA	0.1	0.5	-0.1	95682.0	active	0.5430493937768823
143	Layer AI, Inc	Layer AI is the number one productivity tool for professional game art creation serving game creators and publishers of all sizes globally.	2023-07-01	Art,Artificial Intelligence (AI),Casual Games,Machine Learning,Software,Video Games	1-10	NA	https://layer.ai/	San Francisco,California,United States,North America	1800000	seed	F. Burcu Ozcengiz (Hakguder),Kuochin Lien,Mehmet Ecevit,Volkan Gurel	167ec15a-9fbd-4870-b948-1fb76d30c748,bb835b8f-fa36-4b3b-8388-aa93e48944d4,d27c3d98-cc0d-6c4c-abfc-678fa88214f4,9c1c1e31-4818-47a6-88e1-31eff7cd9e78	500 Emerging Europe,GFR Fund,The Games Fund,Laton Ventures,Akin Babayigit	12.0	0.6	3.9	-0.3	5875.0	active	0.5445097549219211
3372	Hightime AI	Hightime AI helps developers build high-accuracy, robust Natural Language APIs tailored to their specific tasks.	2023-01-01	Artificial Intelligence (AI),Developer APIs,Developer Platform,Developer Tools,Infrastructure	1-10	NA	https://hightime.ai	Mountain View,California,United States,North America	0	NA	Not found	Not found	Y Combinator	1.0	1.6	-0.3	-0.5	377585.0	active	0.5447996272195107
903	AgileRL	AgileRL is streamlining reinforcement learning with RLOps and democratising access to building human-level artificial intelligence systems.	2023-01-01	Artificial Intelligence (AI),Machine Learning,Software	1-10	NA	https://agilerl.com	London,England,United Kingdom,Europe	2092399	seed	Param Kumar	a4c28bc9-0303-46d1-9231-8b27f86fd11f	Entrepreneur First,Octopus Ventures,Counterview Capital,Rockman Law	4.0	0.8	1.9	0.3	38921.0	active	0.544965101272249
388	SAVVI AI	SAVVI AI is an Agile AI platform enabling all product teams to build, launch and manage AI apps in minutes and achieve ROI in days.	2021-01-01	Artificial Intelligence (AI),Information Technology,Machine Learning,SaaS,Software	1-10	NA	https://savviai.com/	Chicago,Illinois,United States,North America	5618184	NA	Alex Muller,Maya Mikhailov	59947e4f-b777-31be-1e53-8394eded330d,c98ecf3c-096e-58ca-a0e4-9769e5b0d97b	Pear VC,Google for Startups Latino Founders Fund	2.0	0.1	2.9	4.8	16072.0	active	0.5455455706035879
55	AutogenAI	AutogenAI provides cutting edge natural language processing solutions to enable companies to write compelling content for bids.	2022-01-01	Artificial Intelligence (AI),Business Development,Language Learning	1-10	$1M to $10M	https://autogenai.com/	London,England,United Kingdom,Europe	61734517	early_stage_venture	Not found	Not found	Spark Capital,Blossom Capital,Salesforce Ventures	3.0	0.2	1.9	-3.1	1862.0	active	0.545720066079945
3052	AcquireAI	AI Acquisition platform	2023-08-28	Artificial Intelligence (AI),Marketplace	1-10	NA	https://www.aiquare.com/	Dover,Delaware,United States,North America	0	seed	Jason Clinton	2a80efd2-4102-4e59-b04a-dd5051fed6e3	Not found	NA	0.0	0.4	0.4	237014.0	active	0.5464161244530199
2572	Spacely AI	Your AI Spatial Design Co-pilot	2023-01-01	Artificial Intelligence (AI),Consumer Software,Enterprise Software,Interior Design	1-10	NA	https://www.spacely.ai/	Not found	0	seed	Not found	Not found	SCB 10X	1.0	0.3	4.3	4.8	149264.0	active	0.546824441534542
3084	Astros AI	Astros is an AI-powered game development and monetization platform.	2023-01-01	Artificial Intelligence (AI),Computer,Gaming,Generative AI	1-10	NA	https://astros.ai/	San Francisco,California,United States,North America	0	seed	Not found	Not found	Techstars	1.0	-0.1	0.5	1.9	247496.0	active	0.5471398582146871
2820	Blueprint AI	Blueprint AI uses existing tools to automate time-consuming processes like status reports, release notes, and more.	2022-01-01	Analytics,Artificial Intelligence (AI),Internet	1-10	NA	https://blueprint.ai	Redmond,Washington,United States,North America	0	seed	Not found	Not found	Ascend	1.0	-0.1	-0.2	-0.2	191713.0	active	0.5473476724347566
3660	CodeMate AI	CodeMate is an AI pair programmer that helps developers and development teams write, fix and maintain their codebase.	2024-01-08	Artificial Intelligence (AI),Developer Tools,EdTech,Education,Enterprise Software,Information Technology,Machine Learning,Natural Language Processing,SaaS	1-10	NA	https://codemate.ai	Delaware,Ohio,United States,North America	0	seed	Not found	Not found	LAUNCH	1.0	NA	NA	NA	NA	active	0.5476365998368751
1259	Encultured AI	Encultured AI is a video game company focusing on the safe introduction of AI technologies into the game world.	2021-01-01	Artificial Intelligence (AI),Gaming,Information Technology,Video Games	1-10	NA	https://www.encultured.ai/	Oakland,California,United States,North America	6589993	early_stage_venture	Andrew Critch,Nick Hay	a1d7783f-62d8-4b6a-8425-5175698c16aa,94b7a2c4-054e-4a01-882f-b2b527a529c2	Not found	NA	0.5	0.8	0.0	56284.0	active	0.547734320138429
1535	Copianto AI	Copianto AI allows you to easily build and deploy conversational AI apps for any platform.	2022-08-01	Artificial Intelligence (AI),Enterprise Software,Machine Learning,Natural Language Processing,SaaS	1-10	NA	http://copianto.ai	Dover,Delaware,United States,North America	208784	seed	Not found	Not found	Meltwater Entrepreneurial School of Technology (MEST),Mark Baiada,Dino Fino,Kirsy Kullboer Rojo,Alexander Fenech	5.0	-0.3	-1.2	3.9	70154.0	active	0.5482272595621216
1920	Best of AI	Find the best AI tools for any task with the largest AI database online and become an AI powered professional.	2023-06-01	Artificial Intelligence (AI),Information Services,Internet	1-10	NA	https://bestofai.com	Sheridan,Wyoming,United States,North America	100000	seed	Adam Whiting,Jason Knott,Jeff Lerner	f4a80b74-6209-43d8-b96a-1442ff4e03d3,be36dfcf-c741-4e87-85d1-22c14c9ebf6e,f72c3bc9-09a5-4a01-8cf8-923c86ceeb3a	Perfect Equity	1.0	0.0	1.4	1.7	92394.0	active	0.5486859798834016
3059	The ApplyAI	The ApplyAI offers personalized AI coaching to fill the career guidance void.	2023-06-01	Artificial Intelligence (AI),Career Planning,Employment,Recruiting,Software,Virtual Workforce	1-10	NA	http://theapply.ai	Brooklyn,New York,United States,North America	250000	seed	Logan Currie,Vrijen Attawar	c13c4957-4047-4932-833c-913966daf909,68661b0c-a5bc-4c63-b8b0-2540656dbf14	Not found	NA	0.3	2.4	1.6	238411.0	active	0.5487574438443332
2560	PUG.ai	A career management software with AI tools and digital human coaches to help individuals land career opportunities.	2022-01-01	Artificial Intelligence (AI),Career Planning,EdTech,Information Technology,Internet,Professional Services,Software	11-50	$1M to $10M	https://www.pug.ai	Los Angeles,California,United States,North America	0	seed	Samerial Johns	d578cde3-ade2-4079-85df-85ddcd2e411a	Andreessen Horowitz	1.0	0.5	5.3	7.5	147338.0	active	0.5493171251420562
3580	propertunity.ai	The world's first tool for automated property search for real estate development based on artificial intelligence	2021-10-04	Artificial Intelligence (AI)	1-10	NA	https://propertunity.ai	Frankfurt,Hessen,Germany,Europe	0	seed	Alexander Fridhi,Christoph Straube	8ee7cf58-6412-c966-c4e0-c7e0e935be25,503d8bcf-10b5-4d27-891d-428c5a381f07	DDG AG	1.0	0.7	3.1	0.4	1125762.0	active	0.5497222705243039
2686	hostAI	Autonomous Direct Distribution for Vacation Rental Managers and Hotels	2022-07-01	Artificial Intelligence (AI),Marketing Automation,Vacation Rental	1-10	NA	https://gethostai.com/	Sunnyvale,California,United States,North America	0	seed	Amirali Mohajer,Dokook Choe,Heeyoung Lee	f9bbf6cb-0205-450c-b806-049d22633d80,61e0e887-dde9-4e65-86d2-60b069468d4b,6d3ea3b4-cb87-4634-abf2-a04c92d93a82	Unpopular Ventures	1.0	0.1	1.5	3.8	167774.0	active	0.5497989958346838
2405	Monterey AI	Monterey AI is a product development copilot that helps clients collect feedback and drive insights.	2022-01-01	Artificial Intelligence (AI),Productivity Tools,SaaS	1-10	NA	http://www.monterey.ai	San Francisco,California,United States,North America	0	seed	Not found	Not found	Y Combinator,Castor Ventures,Basecamp Fund,Pioneer Fund,Comcast NBCUniversal LIFT Labs	5.0	0.0	-0.1	1.9	128812.0	active	0.5499066729202818
370	Frame	The Intelligent Workspace for Teams	2022-01-27	Artificial Intelligence (AI),B2B,Machine Learning,Productivity Tools,SaaS,Software	11-50	NA	https://www.frame.so/	San Francisco,California,United States,North America	1542000	seed	Nicolas Baranowski	410499e8-340d-40a3-b559-d7eb190357e4	Kleiner Perkins,Episode 1,Inovo VC,SaxeCap,Stellar Capital	6.0	-0.1	0.0	-0.5	15229.0	active	0.5501580767695957
1064	Sharly AI	Gen-AI tool that facilitate understanding for industry researchers, providing high-quality answers from complex documents.	2023-04-01	Artificial Intelligence (AI),Generative AI,SaaS	1-10	NA	https://sharly.ai/	San Francisco,California,United States,North America	200000	seed	Simone Macario	a8787712-682a-4d11-aabd-17b81e757c51	Not found	NA	-0.1	1.5	3.0	46401.0	active	0.5506190438797657
